Datetime,FB
2018-05-29 14:30:00,185.6999969482422
2018-05-29 15:30:00,185.24000549316406
2018-05-29 16:30:00,186.1746063232422
2018-05-29 17:30:00,185.3000030517578
2018-05-29 18:30:00,184.72999572753906
2018-05-29 19:30:00,185.75
2018-05-30 13:30:00,186.6199951171875
2018-05-30 14:30:00,187.55999755859375
2018-05-30 15:30:00,187.94000244140625
2018-05-30 16:30:00,187.80999755859375
2018-05-30 17:30:00,187.75
2018-05-30 18:30:00,187.64999389648438
2018-05-30 19:30:00,187.6699981689453
2018-05-31 13:30:00,189.39019775390625
2018-05-31 14:30:00,190.0800018310547
2018-05-31 15:30:00,191.76510620117188
2018-05-31 16:30:00,192.14999389648438
2018-05-31 17:30:00,192.1699981689453
2018-05-31 18:30:00,191.30999755859375
2018-05-31 19:30:00,191.77999877929688
2018-06-01 13:30:00,192.97000122070312
2018-06-01 14:30:00,193.5800018310547
2018-06-01 15:30:00,193.9600067138672
2018-06-01 16:30:00,193.9801025390625
2018-06-01 17:30:00,193.72999572753906
2018-06-01 18:30:00,193.85000610351562
2018-06-01 19:30:00,193.9199981689453
