Datetime,AMZN
2018-02-12 16:30:00,1381.219970703125
2018-02-12 17:30:00,1377.8299560546875
2018-02-12 18:30:00,1388.5001220703125
2018-02-12 19:30:00,1391.719970703125
2018-02-12 20:30:00,1386.510009765625
2018-02-13 14:30:00,1415.3900146484375
2018-02-13 15:30:00,1411.3599853515625
2018-02-13 16:30:00,1404.614501953125
2018-02-13 17:30:00,1410.49365234375
2018-02-13 18:30:00,1413.2099609375
2018-02-13 19:30:00,1413.7432861328125
2018-02-13 20:30:00,1413.6600341796875
2018-02-14 14:30:00,1434.949951171875
2018-02-14 15:30:00,1435.8399658203125
2018-02-14 16:30:00,1437.0899658203125
2018-02-14 17:30:00,1438.6800537109375
2018-02-14 18:30:00,1442.0
2018-02-14 19:30:00,1448.18994140625
2018-02-14 20:30:00,1449.77001953125
2018-02-15 14:30:00,1460.800048828125
2018-02-15 15:30:00,1456.949951171875
2018-02-15 16:30:00,1459.780029296875
2018-02-15 17:30:00,1461.739990234375
2018-02-15 18:30:00,1462.510009765625
2018-02-15 19:30:00,1459.4100341796875
2018-02-15 20:30:00,1461.52001953125
2018-02-16 14:30:00,1461.5240478515625
2018-02-16 15:30:00,1457.1800537109375
2018-02-16 16:30:00,1459.1197509765625
2018-02-16 17:30:00,1449.989990234375
2018-02-16 18:30:00,1451.0999755859375
2018-02-16 19:30:00,1450.68994140625
2018-02-16 20:30:00,1448.5899658203125
2018-02-20 14:30:00,1464.4300537109375
2018-02-20 15:30:00,1474.0
2018-02-20 16:30:00,1478.3199462890625
2018-02-20 17:30:00,1480.94580078125
2018-02-20 18:30:00,1480.8050537109375
2018-02-20 19:30:00,1458.3199462890625
2018-02-20 20:30:00,1468.3599853515625
2018-02-21 14:30:00,1494.050048828125
2018-02-21 15:30:00,1496.6700439453125
2018-02-21 16:30:00,1490.1099853515625
2018-02-21 17:30:00,1494.52001953125
2018-02-21 18:30:00,1498.5
2018-02-21 19:30:00,1493.97998046875
2018-02-21 20:30:00,1483.1199951171875
2018-02-22 14:30:00,1494.81005859375
2018-02-22 15:30:00,1493.300048828125
2018-02-22 16:30:00,1491.989990234375
2018-02-22 17:30:00,1485.6319580078125
2018-02-22 18:30:00,1486.6500244140625
2018-02-22 19:30:00,1479.969970703125
2018-02-22 20:30:00,1484.8699951171875
2018-02-23 14:30:00,1487.800048828125
2018-02-23 15:30:00,1492.4549560546875
2018-02-23 16:30:00,1490.760009765625
2018-02-23 17:30:00,1490.614990234375
2018-02-23 18:30:00,1493.3704833984375
2018-02-23 19:30:00,1499.1866455078125
2018-02-23 20:30:00,1500.0
2018-02-26 14:30:00,1515.0
2018-02-26 15:30:00,1519.635009765625
2018-02-26 16:30:00,1518.1798095703125
2018-02-26 17:30:00,1516.530029296875
2018-02-26 18:30:00,1516.06005859375
2018-02-26 19:30:00,1516.47998046875
2018-02-26 20:30:00,1521.77001953125
2018-02-27 14:30:00,1526.060302734375
2018-02-27 15:30:00,1518.3499755859375
2018-02-27 16:30:00,1512.364990234375
2018-02-27 17:30:00,1517.18994140625
2018-02-27 18:30:00,1515.197021484375
2018-02-27 19:30:00,1514.56005859375
2018-02-27 20:30:00,1511.9300537109375
2018-02-28 14:30:00,1525.6650390625
2018-02-28 15:30:00,1520.749755859375
2018-02-28 16:30:00,1518.280029296875
2018-02-28 17:30:00,1521.5
2018-02-28 18:30:00,1525.91259765625
2018-02-28 19:30:00,1519.530029296875
2018-02-28 20:30:00,1512.010009765625
2018-03-01 14:30:00,1511.3900146484375
2018-03-01 15:30:00,1503.344970703125
2018-03-01 16:30:00,1502.1859130859375
2018-03-01 17:30:00,1496.094970703125
2018-03-01 18:30:00,1485.469970703125
2018-03-01 19:30:00,1496.489990234375
2018-03-01 20:30:00,1493.449951171875
2018-03-02 14:30:00,1467.5
2018-03-02 15:30:00,1479.635009765625
2018-03-02 16:30:00,1488.2208251953125
2018-03-02 17:30:00,1483.310302734375
2018-03-02 18:30:00,1489.262451171875
2018-03-02 19:30:00,1488.1300048828125
2018-03-02 20:30:00,1500.699951171875
